t,Step,AgentID,v,geometry,speed,x,y
2025-10-07 10:59:08.861075,1820,1030,0.4701612846057257,POINT (-4.474523004131338 48.34856290935266),1.5847263436699215,-4.474523004131338,48.34856290935266
2025-10-07 10:59:18.861075,1830,1030,0.5701612846057258,POINT (-4.474382994396296 48.34842147150493),1.8842784504183085,-4.474382994396296,48.34842147150493
2025-10-07 10:59:28.861075,1840,1030,0.23664184377193798,POINT (-4.474304754331668 48.34834812020935),1.0007960213629126,-4.474304754331668,48.34834812020935
2025-10-07 10:59:38.861075,1850,1030,0.33664184377193807,POINT (-4.474222776869518 48.348271265044595),1.0486028879764833,-4.474222776869518,48.348271265044595
2025-10-07 10:59:48.861075,1860,1030,0.43664184377193815,POINT (-4.474112690456646 48.348168057294856),1.4081552965963287,-4.474112690456646,48.348168057294856
2025-10-07 10:59:58.861075,1870,1030,0.5366418437719382,POINT (-4.473974495093052 48.34803849696012),1.767708423685868,-4.473974495093052,48.34803849696012
2025-10-07 11:00:08.861075,1880,1030,0.6366418437719383,POINT (-4.473808190778736 48.3478825840404),2.127262452698621,-4.473808190778736,48.3478825840404
2025-10-07 11:00:18.861075,1890,1030,0.5021801398169046,POINT (-4.47363033511793 48.34772964391833),2.151777378926682,-4.47363033511793,48.34772964391833
2025-10-07 11:00:28.861075,1900,1030,0.6021801398169047,POINT (-4.473462033312889 48.3475883073705),2.00654943122473,-4.473462033312889,48.3475883073705
2025-10-07 11:00:38.861075,1910,1030,0.7021801398169047,POINT (-4.4732635255128725 48.3474216044218),2.366677948019142,-4.4732635255128725,48.3474216044218
2025-10-07 11:00:48.861075,1920,1030,0.3757718166655448,POINT (-4.473124972331548 48.34730525018344),1.6518802022626033,-4.473124972331548,48.34730525018344
2025-10-07 11:00:58.861075,1930,1030,0.4757718166655449,POINT (-4.472987750815124 48.347199701501175),1.553079098633002,-4.472987750815124,48.347199701501175
2025-10-07 11:01:08.861075,1940,1030,0.24415212637274775,POINT (-4.4729235835087024 48.347151286246685),0.7183719910442666,-4.4729235835087024,48.347151286246685
2025-10-07 11:01:18.861075,1950,1030,0.12000000000000002,POINT (-4.472848862666013 48.34709490818103),0.8365223252496635,-4.472848862666013,48.34709490818103
2025-10-07 11:01:28.861075,1960,1030,0.2200000000000001,POINT (-4.472792477234292 48.34705236447492),0.6312521451617743,-4.472792477234292,48.34705236447492
2025-10-07 11:01:38.861075,1970,1030,0.3200000000000002,POINT (-4.472703871555875 48.346985510079605),0.9919681165690928,-4.472703871555875,48.346985510079605
2025-10-07 11:01:48.861075,1980,1030,0.1,POINT (-4.4725995387696 48.34690678933097),1.1680386992975713,-4.4725995387696,48.34690678933097
2025-10-07 11:01:58.861075,1990,1030,0.2000000000000001,POINT (-4.472549597387219 48.3468691077627),0.5591099229408079,-4.472549597387219,48.3468691077627
2025-10-07 11:02:08.861075,2000,1030,0.30000000000000016,POINT (-4.47246743575814 48.34680711550523),0.9198263910083894,-4.47246743575814,48.34680711550523
2025-10-07 11:02:18.861075,2010,1030,0.40000000000000024,POINT (-4.4723530538823635 48.346720812558544),1.280543427678634,-4.4723530538823635,48.346720812558544
2025-10-07 11:02:28.861075,2020,1030,0.5000000000000003,POINT (-4.47220645175989 48.34661019892266),1.6412612561248174,-4.47220645175989,48.34661019892266
2025-10-07 11:02:38.861075,2030,1030,0.6000000000000004,POINT (-4.472023122695179 48.34647790088621),2.0027037196966204,-4.472023122695179,48.34647790088621
2025-10-07 11:02:48.861075,2040,1030,0.14359270196975893,POINT (-4.471878308646466 48.3463795590677),1.532336026344473,-4.471878308646466,48.3463795590677
2025-10-07 11:02:58.861075,2050,1030,0.24359270196975902,POINT (-4.471810496815129 48.346333508709534),0.7175449098812475,-4.471810496815129,48.346333508709534
2025-10-07 11:03:08.861075,2060,1030,0.3435927019697591,POINT (-4.471708538798831 48.34626427000774),1.0788603445073741,-4.471708538798831,48.34626427000774
2025-10-07 11:03:18.861075,2070,1030,0.12000000000000002,POINT (-4.471609485416358 48.34619700381465),1.0481258817156927,-4.471609485416358,48.34619700381465
2025-10-07 11:03:28.861075,2080,1030,0.2200000000000001,POINT (-4.471549326476565 48.34615668511201),0.6323386378717311,-4.471549326476565,48.34615668511201
2025-10-07 11:03:38.861075,2090,1030,0.3200000000000002,POINT (-4.471450385516569 48.34609617840084),0.9952663073576383,-4.471450385516569,48.34609617840084
2025-10-07 11:03:48.861075,2100,1030,0.42000000000000026,POINT (-4.471315466025665 48.34601366924926),1.357182351231985,-4.471315466025665,48.34601366924926
2025-10-07 11:03:58.861075,2110,1030,0.5200000000000004,POINT (-4.471144568003853 48.34590915765725),1.7190993397234142,-4.471144568003853,48.34590915765725
2025-10-07 11:04:08.861075,2120,1030,0.6200000000000004,POINT (-4.470937691451133 48.34578264362483),2.0810175244636637,-4.470937691451133,48.34578264362483
2025-10-07 11:04:18.861075,2130,1030,0.26048137999931686,POINT (-4.470711369172378 48.34564423768304),2.2766296121692484,-4.470711369172378,48.34564423768304
2025-10-07 11:04:28.861075,2140,1030,0.36048137999931695,POINT (-4.470597863606566 48.345574824080366),1.1417807243844087,-4.470597863606566,48.345574824080366
2025-10-07 11:04:38.861075,2150,1030,0.12000000000000002,POINT (-4.470485129569409 48.345505882301104),1.1340205526140927,-4.470485129569409,48.345505882301104
2025-10-07 11:04:48.861075,2160,1030,0.2200000000000001,POINT (-4.470420038876402 48.345469021889365),0.6330838887647462,-4.470420038876402,48.345469021889365
2025-10-07 11:04:58.861075,2170,1030,0.3200000000000002,POINT (-4.470292046836114 48.34544042976053),1.0006057192023117,-4.470292046836114,48.34544042976053
2025-10-07 11:05:08.861075,2180,1030,0.42000000000000026,POINT (-4.47012171453016 48.34539510239744),1.3594881622808175,-4.47012171453016,48.34539510239744
2025-10-07 11:05:18.861075,2190,1030,0.5200000000000004,POINT (-4.469921564499719 48.34531574276302),1.7262351641279685,-4.469921564499719,48.34531574276302
2025-10-07 11:05:28.861075,2200,1030,0.6200000000000004,POINT (-4.469664277614053 48.34523670687209),2.0999211574082457,-4.469664277614053,48.34523670687209
2025-10-07 11:05:38.861075,2210,1030,0.7200000000000005,POINT (-4.469387323129377 48.34511718012909),2.445638629742549,-4.469387323129377,48.34511718012909
2025-10-07 11:05:48.861075,2220,1030,0.8200000000000006,POINT (-4.469095053097321 48.344956319346196),2.80948795134059,-4.469095053097321,48.344956319346196
2025-10-07 11:05:58.861075,2230,1030,0.11000000000000001,POINT (-4.468826164667829 48.34480832742593),2.584733530179535,-4.468826164667829,48.34480832742593
2025-10-07 11:06:08.861075,2240,1030,0.2100000000000001,POINT (-4.468774362440026 48.344767822760495),0.5918705027348744,-4.468774362440026,48.344767822760495
2025-10-07 11:06:18.861075,2250,1030,0.31000000000000016,POINT (-4.468699873720613 48.34469798841027),0.9528337075078707,-4.468699873720613,48.34469798841027
2025-10-07 11:06:28.861075,2260,1030,0.41000000000000025,POINT (-4.468597276050478 48.34460180147505),1.3123943001361371,-4.468597276050478,48.34460180147505
2025-10-07 11:06:38.861075,2270,1030,0.5100000000000003,POINT (-4.468466569429622 48.34447926195484),1.671955562250697,-4.468466569429622,48.34447926195484
2025-10-07 11:06:48.861075,2280,1030,0.6100000000000004,POINT (-4.468309080052292 48.34432981233799),2.030906292633027,-4.468309080052292,48.34432981233799
2025-10-07 11:06:58.861075,2290,1030,0.7045734754477577,POINT (-4.468152829159105 48.34414443422409),2.3644667358144384,-4.468152829159105,48.34414443422409
2025-10-07 11:07:08.861075,2300,1030,0.8045734754477578,POINT (-4.467950595264017 48.343940329212764),2.719994973536575,-4.467950595264017,48.343940329212764
2025-10-07 11:07:18.861075,2310,1030,0.9045734754477579,POINT (-4.467673638569681 48.343731360976655),3.100699967915504,-4.467673638569681,48.343731360976655
2025-10-07 11:07:28.861075,2320,1030,1.004573475447758,POINT (-4.467364461628648 48.34349808205133),3.461431869630477,-4.467364461628648,48.34349808205133
2025-10-07 11:07:38.861075,2330,1030,1.104573475447758,POINT (-4.467014670635922 48.34324538394868),3.823496461992793,-4.467014670635922,48.34324538394868
2025-10-07 11:07:48.861075,2340,1030,0.9881608997449931,POINT (-4.4666440767971896 48.34301949351594),3.7224064800866907,-4.4666440767971896,48.34301949351594
2025-10-07 11:07:58.861075,2350,1030,1.0881608997449932,POINT (-4.466250677223502 48.34280297263978),3.7817032260687946,-4.466250677223502,48.34280297263978
2025-10-07 11:08:08.861075,2360,1030,1.1881608997449933,POINT (-4.465819565387613 48.34256569553358),4.144237580114191,-4.465819565387613,48.34256569553358
2025-10-07 11:08:18.861075,2370,1030,1.2881608997449934,POINT (-4.465350741289523 48.34230766219732),4.506774917646821,-4.465350741289523,48.34230766219732
2025-10-07 11:08:28.861075,2380,1030,1.3881608997449935,POINT (-4.464844204929233 48.34202887263101),4.8693154996368735,-4.464844204929233,48.34202887263101
2025-10-07 11:08:38.861075,2390,1030,1.244852833711509,POINT (-4.464364186189814 48.341764677941995),4.614417063477953,-4.464364186189814,48.341764677941995
